name_ko,name_en,name_scientific,ins_number,cas_number,aliases,usage_condition,is_allowed,law_source
183	식용색소청색제2호 알루미늄레이크,Food Blue No.2 Aluminium Lake,,,,,,True,식품첨가물공전
184	식용색소황색제4호,Food Yellow No.4,,,,,,True,식품첨가물공전
185	식용색소황색제4호 알루미늄레이크,Food Yellow No.4 Aluminium Lake,,,,,,True,식품첨가물공전
186	식용색소황색제5호,Food Yellow No.5,,,,,,True,식품첨가물공전
187	식용색소황색제5호 알루미늄레이크,Food Yellow No.5 Aluminium Lake,,,,,,True,식품첨가물공전
188	실리코알루민산나트륨,Sodium Silicoaluminate,,,,,,True,식품첨가물공전
189	심황색소,Curcumin,,,,,,True,식품첨가물공전
190	쌀겨왁스,Rice Bran Wax,,,,,,True,식품첨가물공전
191	아니스알데히드,Anisaldehyde,,,,,,True,식품첨가물공전
아디프산,Adipic Acid,,,,,,True,식품첨가물공전
아라비노갈락탄,Arabinogalactan,,,,,,True,식품첨가물공전
아라비아검,Arabic Gum,,,,,,True,식품첨가물공전
아미드펙틴,Amidated Pectin,,,,,,True,식품첨가물공전
α-아밀신남알데히드,α-Amylcinnamaldehyde,,,,,,True,식품첨가물공전
아산화질소,Nitrous Oxide,,,,,,True,식품첨가물공전
아세설팜칼륨,Acesulfame Potassium,,,,,,True,식품첨가물공전
아세토초산에틸,Ethyl Acetoacetate,,,,,,True,식품첨가물공전
아세토페논,Acetophenone,,,,,,True,식품첨가물공전
L-아스코브산나트륨,Sodium L-Ascorbate,,,,,,True,식품첨가물공전
L-아스코브산칼슘,Calcium L-Ascorbate,,,,,,True,식품첨가물공전
L-아스코빌스테아레이트,L-Ascorbyl Stearate,,,,,,True,식품첨가물공전
L-아스코빌팔미테이트,L-Ascorbyl Palmitate,,,,,,True,식품첨가물공전
아스파탐,Aspartame,,,,,,True,식품첨가물공전
아조디카르본아미드,Azodicarbonamide,,,,,,True,식품첨가물공전
아질산나트륨,Sodium Nitrite,,,,,,True,식품첨가물공전
β-아포-8'-카로티날,β-Apo-8'-Carotenal,,,,,,True,식품첨가물공전
아황산나트륨,Sodium Sulfite,,,,,,True,식품첨가물공전
안나토색소,Annatto Extract,,,,,,True,식품첨가물공전
안식향산,Benzoic Acid,,,,,,True,식품첨가물공전
안식향산나트륨,Sodium Benzoate,,,,,,True,식품첨가물공전
안식향산칼륨,Potassium Benzoate,,,,,,True,식품첨가물공전
안식향산칼슘,Calcium Benzoate,,,,,,True,식품첨가물공전
안트라닐산메틸,Methyl Anthranilate,,,,,,True,식품첨가물공전
알긴산,Alginic Acid,,,,,,True,식품첨가물공전
알긴산나트륨,Sodium Alginate,,,,,,True,식품첨가물공전
알긴산암모늄,Ammonium Alginate,,,,,,True,식품첨가물공전
알긴산칼륨,Potassium Alginate,,,,,,True,식품첨가물공전
알긴산칼슘,Calcium Alginate,,,,,,True,식품첨가물공전
알긴산프로필렌글리콜,Propylene Glycol Alginate,,,,,,True,식품첨가물공전
DL-알라닌,DL-Alanine,,,,,,True,식품첨가물공전
알팔파추출색소,Alfalfa Extract,,,,,,True,식품첨가물공전
192	아디프산,Adipic Acid,,,,,,True,식품첨가물공전
193	아라비노갈락탄,Arabinogalactan,,,,,,True,식품첨가물공전
194	아라비아검,Arabic Gum,,,,,,True,식품첨가물공전
195	아미드펙틴,Amidated Pectin,,,,,,True,식품첨가물공전
196	α-아밀신남알데히드,α-Amylcinnamaldehyde,,,,,,True,식품첨가물공전
197	아산화질소,Nitrous Oxide,,,,,,True,식품첨가물공전
198	아세설팜칼륨,Acesulfame Potassium,,,,,,True,식품첨가물공전
199	아세토초산에틸,Ethyl Acetoacetate,,,,,,True,식품첨가물공전
200	아세토페논,Acetophenone,,,,,,True,식품첨가물공전
201	L-아스코브산나트륨,Sodium L-Ascorbate,,,,,,True,식품첨가물공전
202	L-아스코브산칼슘,Calcium L-Ascorbate,,,,,,True,식품첨가물공전
203	L-아스코빌스테아레이트,L-Ascorbyl Stearate,,,,,,True,식품첨가물공전
204	L-아스코빌팔미테이트,L-Ascorbyl Palmitate,,,,,,True,식품첨가물공전
205	아스파탐,Aspartame,,,,,,True,식품첨가물공전
206	아조디카르본아미드,Azodicarbonamide,,,,,,True,식품첨가물공전
207	아질산나트륨,Sodium Nitrite,,,,,,True,식품첨가물공전
208	β-아포-8'-카로티날,β-Apo-8'-Carotenal,,,,,,True,식품첨가물공전
209	아황산나트륨,Sodium Sulfite,,,,,,True,식품첨가물공전
210	안나토색소,Annatto Extract,,,,,,True,식품첨가물공전
211	안식향산,Benzoic Acid,,,,,,True,식품첨가물공전
212	안식향산나트륨,Sodium Benzoate,,,,,,True,식품첨가물공전
213	안식향산칼륨,Potassium Benzoate,,,,,,True,식품첨가물공전
214	안식향산칼슘,Calcium Benzoate,,,,,,True,식품첨가물공전
215	안트라닐산메틸,Methyl Anthranilate,,,,,,True,식품첨가물공전
216	알긴산,Alginic Acid,,,,,,True,식품첨가물공전
217	알긴산나트륨,Sodium Alginate,,,,,,True,식품첨가물공전
218	알긴산암모늄,Ammonium Alginate,,,,,,True,식품첨가물공전
219	알긴산칼륨,Potassium Alginate,,,,,,True,식품첨가물공전
220	알긴산칼슘,Calcium Alginate,,,,,,True,식품첨가물공전
221	알긴산프로필렌글리콜,Propylene Glycol Alginate,,,,,,True,식품첨가물공전
222	DL-알라닌,DL-Alanine,,,,,,True,식품첨가물공전
223	알팔파추출색소,Alfalfa Extract,,,,,,True,식품첨가물공전
암모늄포스파타이드,Ammonium Phosphatides,,,,,,True,식품첨가물공전
암모니아,Ammonia,,,,,,True,식품첨가물공전
양파색소,Onion Color,,,,,,True,식품첨가물공전
에리스리톨,Erythritol,,,,,,True,식품첨가물공전
에리토브산,Erythorbic Acid,,,,,,True,식품첨가물공전
에리토브산나트륨,Sodium Erythorbate,,,,,,True,식품첨가물공전
에스테르검,Ester Gum,,,,,,True,식품첨가물공전
에틸바닐린,Ethyl Vanillin,,,,,,True,식품첨가물공전
에틸셀룰로스,Ethyl Cellulose,,,,,,True,식품첨가물공전
염기성알루미늄인산나트륨,"Sodium Aluminium Phosphate, Basic",,,,,,True,식품첨가물공전
염소,Chlorine,,,,,,True,식품첨가물공전
염화마그네슘,Magnesium Chloride,,,,,,True,식품첨가물공전
염화암모늄,Ammonium Chloride,,,,,,True,식품첨가물공전
염화칼륨,Potassium Chloride,,,,,,True,식품첨가물공전
염화칼슘,Calcium Chloride,,,,,,True,식품첨가물공전
γ-오리자놀,γ-Oryzanol,,,,,,True,식품첨가물공전
오징어먹물색소,Sepia Color,,,,,,True,식품첨가물공전
옥시스테아린,Oxystearin,,,,,,True,식품첨가물공전
옥탄산에틸,Ethyl Octanoate,,,,,,True,식품첨가물공전
옥틸알데히드,Octyl Aldehyde,,,,,,True,식품첨가물공전
올레인산,Oleic Acid,,,,,,True,식품첨가물공전
올레인산나트륨,Sodium Oleate,,,,,,True,식품첨가물공전
요오드산칼륨,Potassium Iodate,,,,,,True,식품첨가물공전
요오드칼륨,Potassium Iodide,,,,,,True,식품첨가물공전
γ-운데카락톤,γ-Undecalactone,,,,,,True,식품첨가물공전
유게놀,Eugenol,,,,,,True,식품첨가물공전
유동파라핀,Liquid Paraffin,,,,,,True,식품첨가물공전
유카추출물,Yucca Extract,,,,,,True,식품첨가물공전
유칼리프톨,Eucalyptol,,,,,,True,식품첨가물공전
5'-이노신산,5'-Inosinic acid,,,,,,True,식품첨가물공전
5'-이노신산이나트륨,Disodium 5'-Inosinate,,,,,,True,식품첨가물공전
5'-이노신산칼륨,Dipotassium 5'-Inosinate,,,,,,True,식품첨가물공전
224	암모늄포스파타이드,Ammonium Phosphatides,,,,,,True,식품첨가물공전
225	암모니아,Ammonia,,,,,,True,식품첨가물공전
226	양파색소,Onion Color,,,,,,True,식품첨가물공전
227	에리스리톨,Erythritol,,,,,,True,식품첨가물공전
228	에리토브산,Erythorbic Acid,,,,,,True,식품첨가물공전
229	에리토브산나트륨,Sodium Erythorbate,,,,,,True,식품첨가물공전
230	에스테르검,Ester Gum,,,,,,True,식품첨가물공전
231	에틸바닐린,Ethyl Vanillin,,,,,,True,식품첨가물공전
232	에틸셀룰로스,Ethyl Cellulose,,,,,,True,식품첨가물공전
233	염기성알루미늄인산나트륨,"Sodium Aluminium Phosphate, Basic",,,,,,True,식품첨가물공전
234	염소,Chlorine,,,,,,True,식품첨가물공전
235	염화마그네슘,Magnesium Chloride,,,,,,True,식품첨가물공전
236	염화암모늄,Ammonium Chloride,,,,,,True,식품첨가물공전
237	염화칼륨,Potassium Chloride,,,,,,True,식품첨가물공전
238	염화칼슘,Calcium Chloride,,,,,,True,식품첨가물공전
239	γ-오리자놀,γ-Oryzanol,,,,,,True,식품첨가물공전
240	오징어먹물색소,Sepia Color,,,,,,True,식품첨가물공전
241	옥시스테아린,Oxystearin,,,,,,True,식품첨가물공전
242	옥탄산에틸,Ethyl Octanoate,,,,,,True,식품첨가물공전
243	옥틸알데히드,Octyl Aldehyde,,,,,,True,식품첨가물공전
244	올레인산,Oleic Acid,,,,,,True,식품첨가물공전
245	올레인산나트륨,Sodium Oleate,,,,,,True,식품첨가물공전
246	요오드산칼륨,Potassium Iodate,,,,,,True,식품첨가물공전
247	요오드칼륨,Potassium Iodide,,,,,,True,식품첨가물공전
248	γ-운데카락톤,γ-Undecalactone,,,,,,True,식품첨가물공전
249	유게놀,Eugenol,,,,,,True,식품첨가물공전
250	유동파라핀,Liquid Paraffin,,,,,,True,식품첨가물공전
251	유카추출물,Yucca Extract,,,,,,True,식품첨가물공전
252	유칼리프톨,Eucalyptol,,,,,,True,식품첨가물공전
253	5'-이노신산,5'-Inosinic acid,,,,,,True,식품첨가물공전
254	5'-이노신산이나트륨,Disodium 5'-Inosinate,,,,,,True,식품첨가물공전
255	5'-이노신산칼륨,Dipotassium 5'-Inosinate,,,,,,True,식품첨가물공전
5'-이노신산칼슘,Calcium 5'-Inosinate,,,,,,True,식품첨가물공전
이.디.티.에이.이나트륨,Disodium Ethylenediaminetetraacetate,,,,,,True,식품첨가물공전
이.디.티.에이.칼슘이나트륨,Calcium Disodium Ethylenediaminetetraacetate,,,,,,True,식품첨가물공전
이산화규소,Silicon Dioxide,,,,,,True,식품첨가물공전
이산화염소(수),Chlorine Dioxide,,,,,,True,식품첨가물공전
이산화탄소,Carbon Dioxide,,,,,,True,식품첨가물공전
이산화티타늄,Titanium Dioxide,,,,,,True,식품첨가물공전
이소길초산에틸,Ethyl Isovalerate,,,,,,True,식품첨가물공전
이소길초산이소아밀,Isoamyl Isovalerate,,,,,,True,식품첨가물공전
이소말트,Isomalt,,,,,,True,식품첨가물공전
이소유게놀,Isoeugenol,,,,,,True,식품첨가물공전
이소티오시안산알릴,Allyl Isothiocyanate,,,,,,True,식품첨가물공전
이소프로필알콜,Isopropyl Alcohol,,,,,,True,식품첨가물공전
α-이오논,α-Ionone,,,,,,True,식품첨가물공전
β-이오논,β-Ionone,,,,,,True,식품첨가물공전
이초산나트륨,Sodium Diacetate,,,,,,True,식품첨가물공전
이타콘산,Itaconic Acid,,,,,,True,식품첨가물공전
인산,Phosphoric Acid,,,,,,True,식품첨가물공전
자단향색소,Sandalwood Red,,,,,,True,식품첨가물공전
자당지방산에스테르,Sucrose Esters of Fatty Acids,,,,,,True,식품첨가물공전
자몽종자추출물,Grapefruit Seed Extract,,,,,,True,식품첨가물공전
D-자일로오스,D-Xylose,,,,,,True,식품첨가물공전
자일리톨,Xylitol,,,,,,True,식품첨가물공전
자주색고구마색소,Purple Sweet Potato Color,,,,,,True,식품첨가물공전
자주색옥수수색소,Maize Morado Color; Purple Corn Color,,,,,,True,식품첨가물공전
자주색참마색소,Purple Yam Color,,,,,,True,식품첨가물공전
잔탄검,Xanthan Gum,,,,,,True,식품첨가물공전
적무색소,Red Radish Color,,,,,,True,식품첨가물공전
적양배추색소,Red Cabbage Color,,,,,,True,식품첨가물공전
젖산,Lactic Acid,,,,,,True,식품첨가물공전
젖산나트륨,Sodium Lactate,,,,,,True,식품첨가물공전
L-젖산마그네슘,Magnesium L-Lactate,,,,,,True,식품첨가물공전
256	5'-이노신산칼슘,Calcium 5'-Inosinate,,,,,,True,식품첨가물공전
257	이.디.티.에이.이나트륨,Disodium Ethylenediaminetetraacetate,,,,,,True,식품첨가물공전
258	이.디.티.에이.칼슘이나트륨,Calcium Disodium Ethylenediaminetetraacetate,,,,,,True,식품첨가물공전
259	이산화규소,Silicon Dioxide,,,,,,True,식품첨가물공전
260	이산화염소(수),Chlorine Dioxide,,,,,,True,식품첨가물공전
261	이산화탄소,Carbon Dioxide,,,,,,True,식품첨가물공전
262	이산화티타늄,Titanium Dioxide,,,,,,True,식품첨가물공전
263	이소길초산에틸,Ethyl Isovalerate,,,,,,True,식품첨가물공전
264	이소길초산이소아밀,Isoamyl Isovalerate,,,,,,True,식품첨가물공전
265	이소말트,Isomalt,,,,,,True,식품첨가물공전
266	이소유게놀,Isoeugenol,,,,,,True,식품첨가물공전
267	이소티오시안산알릴,Allyl Isothiocyanate,,,,,,True,식품첨가물공전
268	이소프로필알콜,Isopropyl Alcohol,,,,,,True,식품첨가물공전
269	α-이오논,α-Ionone,,,,,,True,식품첨가물공전
270	β-이오논,β-Ionone,,,,,,True,식품첨가물공전
271	이초산나트륨,Sodium Diacetate,,,,,,True,식품첨가물공전
272	이타콘산,Itaconic Acid,,,,,,True,식품첨가물공전
273	인산,Phosphoric Acid,,,,,,True,식품첨가물공전
274	자단향색소,Sandalwood Red,,,,,,True,식품첨가물공전
275	자당지방산에스테르,Sucrose Esters of Fatty Acids,,,,,,True,식품첨가물공전
276	자몽종자추출물,Grapefruit Seed Extract,,,,,,True,식품첨가물공전
277	D-자일로오스,D-Xylose,,,,,,True,식품첨가물공전
278	자일리톨,Xylitol,,,,,,True,식품첨가물공전
279	자주색고구마색소,Purple Sweet Potato Color,,,,,,True,식품첨가물공전
280	자주색옥수수색소,Maize Morado Color; Purple Corn Color,,,,,,True,식품첨가물공전
281	자주색참마색소,Purple Yam Color,,,,,,True,식품첨가물공전
282	잔탄검,Xanthan Gum,,,,,,True,식품첨가물공전
283	적무색소,Red Radish Color,,,,,,True,식품첨가물공전
284	적양배추색소,Red Cabbage Color,,,,,,True,식품첨가물공전
285	젖산,Lactic Acid,,,,,,True,식품첨가물공전
286	젖산나트륨,Sodium Lactate,,,,,,True,식품첨가물공전
287	L-젖산마그네슘,Magnesium L-Lactate,,,,,,True,식품첨가물공전
젖산철,Ferrous Lactate,,,,,,True,식품첨가물공전
젖산칼륨,Potassium Lactate,,,,,,True,식품첨가물공전
젖산칼슘,Calcium Lactate,,,,,,True,식품첨가물공전
제삼인산나트륨,"Sodium Phosphate, Tribasic",,,,,,True,식품첨가물공전
제삼인산마그네슘,"Magnesium Phosphate, Tribasic",,,,,,True,식품첨가물공전
제삼인산칼륨,"Potassium Phosphate, Tribasic",,,,,,True,식품첨가물공전
제삼인산칼슘,"Calcium Phosphate, Tribasic",,,,,,True,식품첨가물공전
제이인산나트륨,"Sodium Phosphate, Dibasic",,,,,,True,식품첨가물공전
제이인산마그네슘,"Magnesium Phosphate, Dibasic",,,,,,True,식품첨가물공전
제이인산암모늄,"Ammonium Phosphate, Dibasic",,,,,,True,식품첨가물공전
제이인산칼륨,"Potassium Phosphate, Dibasic",,,,,,True,식품첨가물공전
제이인산칼슘,"Calcium Phosphate, Dibasic",,,,,,True,식품첨가물공전
제일인산나트륨,"Sodium Phosphate, Monobasic",,,,,,True,식품첨가물공전
제일인산암모늄,"Ammonium Phosphate, Monobasic",,,,,,True,식품첨가물공전
제일인산칼륨,"Potassium Phosphate, Monobasic",,,,,,True,식품첨가물공전
제일인산칼슘,"Calcium Phosphate, Monobasic",,,,,,True,식품첨가물공전
젤라틴,Gelatin,,,,,,True,식품첨가물공전
젤란검,Gellan Gum,,,,,,True,식품첨가물공전
조제해수염화마그네슘,Crude Magnesium Chloride(Sea Water),,,,,,True,식품첨가물공전
DL-주석산,DL-Tartaric Acid,,,,,,True,식품첨가물공전
L-주석산,L-Tartaric Acid,,,,,,True,식품첨가물공전
DL-주석산나트륨,Disodium DL-Tartrate,,,,,,True,식품첨가물공전
L-주석산나트륨,Disodium L-Tartrate,,,,,,True,식품첨가물공전
DL-주석산수소칼륨,Potassium DL-Bitartrate,,,,,,True,식품첨가물공전
L-주석산수소칼륨,Potassium L-Bitartrate,,,,,,True,식품첨가물공전
주석산칼륨나트륨,Potassium Sodium L-Tartrate,,,,,,True,식품첨가물공전
진주빛색소,Potassium Aluminium Silicate-Based Pearlescent Pigments,,,,,,True,식품첨가물공전
질산나트륨,Sodium Nitrate,,,,,,True,식품첨가물공전
질산칼륨,Potassium Nitrate,,,,,,True,식품첨가물공전
질소,Nitrogen,,,,,,True,식품첨가물공전
차아황산나트륨,Sodium Hydrosulfite,,,,,,True,식품첨가물공전
차즈기색소,Perilla Color,,,,,,True,식품첨가물공전
288	젖산철,Ferrous Lactate,,,,,,True,식품첨가물공전
289	젖산칼륨,Potassium Lactate,,,,,,True,식품첨가물공전
290	젖산칼슘,Calcium Lactate,,,,,,True,식품첨가물공전
291	제삼인산나트륨,"Sodium Phosphate, Tribasic",,,,,,True,식품첨가물공전
292	제삼인산마그네슘,"Magnesium Phosphate, Tribasic",,,,,,True,식품첨가물공전
293	제삼인산칼륨,"Potassium Phosphate, Tribasic",,,,,,True,식품첨가물공전
294	제삼인산칼슘,"Calcium Phosphate, Tribasic",,,,,,True,식품첨가물공전
295	제이인산나트륨,"Sodium Phosphate, Dibasic",,,,,,True,식품첨가물공전
296	제이인산마그네슘,"Magnesium Phosphate, Dibasic",,,,,,True,식품첨가물공전
297	제이인산암모늄,"Ammonium Phosphate, Dibasic",,,,,,True,식품첨가물공전
298	제이인산칼륨,"Potassium Phosphate, Dibasic",,,,,,True,식품첨가물공전
299	제이인산칼슘,"Calcium Phosphate, Dibasic",,,,,,True,식품첨가물공전
300	제일인산나트륨,"Sodium Phosphate, Monobasic",,,,,,True,식품첨가물공전
301	제일인산암모늄,"Ammonium Phosphate, Monobasic",,,,,,True,식품첨가물공전
302	제일인산칼륨,"Potassium Phosphate, Monobasic",,,,,,True,식품첨가물공전
303	제일인산칼슘,"Calcium Phosphate, Monobasic",,,,,,True,식품첨가물공전
304	젤라틴,Gelatin,,,,,,True,식품첨가물공전
305	젤란검,Gellan Gum,,,,,,True,식품첨가물공전
306	조제해수염화마그네슘,Crude Magnesium Chloride(Sea Water),,,,,,True,식품첨가물공전
307	DL-주석산,DL-Tartaric Acid,,,,,,True,식품첨가물공전
308	L-주석산,L-Tartaric Acid,,,,,,True,식품첨가물공전
309	DL-주석산나트륨,Disodium DL-Tartrate,,,,,,True,식품첨가물공전
310	L-주석산나트륨,Disodium L-Tartrate,,,,,,True,식품첨가물공전
311	DL-주석산수소칼륨,Potassium DL-Bitartrate,,,,,,True,식품첨가물공전
312	L-주석산수소칼륨,Potassium L-Bitartrate,,,,,,True,식품첨가물공전
313	주석산칼륨나트륨,Potassium Sodium L-Tartrate,,,,,,True,식품첨가물공전
314	진주빛색소,Potassium Aluminium Silicate-Based Pearlescent Pigments,,,,,,True,식품첨가물공전
315	질산나트륨,Sodium Nitrate,,,,,,True,식품첨가물공전
316	질산칼륨,Potassium Nitrate,,,,,,True,식품첨가물공전
317	질소,Nitrogen,,,,,,True,식품첨가물공전
318	차아황산나트륨,Sodium Hydrosulfite,,,,,,True,식품첨가물공전
319	차즈기색소,Perilla Color,,,,,,True,식품첨가물공전
차추출물,Tea Extract,,,,,,True,식품첨가물공전
차카테킨,Tea Catechin,,,,,,True,식품첨가물공전
참깨유불검화물,Sesame Seed Oil Unsaponified Matter,,,,,,True,식품첨가물공전
철클로로필린나트륨,Sodium Iron Chlorophyllin,,,,,,True,식품첨가물공전
초산,Acetic Acid,,,,,,True,식품첨가물공전
초산게라닐,Geranyl Acetate,,,,,,True,식품첨가물공전
초산나트륨,Sodium Acetate,,,,,,True,식품첨가물공전
초산리나릴,Linalyl Acetate,,,,,,True,식품첨가물공전
초산벤질,Benzyl Acetate,,,,,,True,식품첨가물공전
초산부틸,Butyl Acetate,,,,,,True,식품첨가물공전
초산비닐수지,Polyvinyl Acetate,,,,,,True,식품첨가물공전
초산시트로넬릴,Citronellyl Acetate,,,,,,True,식품첨가물공전
초산신나밀,Cinnamyl Acetate,,,,,,True,식품첨가물공전
초산에틸,Ethyl Acetate,,,,,,True,식품첨가물공전
초산이소아밀,Isoamyl Acetate,,,,,,True,식품첨가물공전
초산칼륨,Potassium acetate,,,,,,True,식품첨가물공전
초산칼슘,Calcium Acetate,,,,,,True,식품첨가물공전
초산페닐에틸,Phenylethyl Acetate,,,,,,True,식품첨가물공전
치자적색소,Gardenia Red,,,,,,True,식품첨가물공전
치자청색소,Gardenia Blue,,,,,,True,식품첨가물공전
치자황색소,Gardenia Yellow,,,,,,True,식품첨가물공전
카나우바왁스,Carnauba Wax,,,,,,True,식품첨가물공전
카라기난,Carrageenan,,,,,,True,식품첨가물공전
카라멜색소I,Caramel I,,,,,,True,식품첨가물공전
카라멜색소II,Caramel II,,,,,,True,식품첨가물공전
카라멜색소III,Caramel III,,,,,,True,식품첨가물공전
카라멜색소IV,Caramel IV,,,,,,True,식품첨가물공전
카라야검,Karaya Gum,,,,,,True,식품첨가물공전
카로틴,Carotene,,,,,,True,식품첨가물공전
β-카로틴,β-Carotene,,,,,,True,식품첨가물공전
카민,Carmine,,,,,,True,식품첨가물공전
카복시메틸셀룰로스나트륨,Sodium Carboxymethyl Cellulose,,,,,,True,식품첨가물공전
320	차추출물,Tea Extract,,,,,,True,식품첨가물공전
321	차카테킨,Tea Catechin,,,,,,True,식품첨가물공전
322	참깨유불검화물,Sesame Seed Oil Unsaponified Matter,,,,,,True,식품첨가물공전
323	철클로로필린나트륨,Sodium Iron Chlorophyllin,,,,,,True,식품첨가물공전
324	초산,Acetic Acid,,,,,,True,식품첨가물공전
325	초산게라닐,Geranyl Acetate,,,,,,True,식품첨가물공전
326	초산나트륨,Sodium Acetate,,,,,,True,식품첨가물공전
327	초산리나릴,Linalyl Acetate,,,,,,True,식품첨가물공전
328	초산벤질,Benzyl Acetate,,,,,,True,식품첨가물공전
329	초산부틸,Butyl Acetate,,,,,,True,식품첨가물공전
330	초산비닐수지,Polyvinyl Acetate,,,,,,True,식품첨가물공전
331	초산시트로넬릴,Citronellyl Acetate,,,,,,True,식품첨가물공전
332	초산신나밀,Cinnamyl Acetate,,,,,,True,식품첨가물공전
333	초산에틸,Ethyl Acetate,,,,,,True,식품첨가물공전
334	초산이소아밀,Isoamyl Acetate,,,,,,True,식품첨가물공전
335	초산칼륨,Potassium acetate,,,,,,True,식품첨가물공전
336	초산칼슘,Calcium Acetate,,,,,,True,식품첨가물공전
337	초산페닐에틸,Phenylethyl Acetate,,,,,,True,식품첨가물공전
338	치자적색소,Gardenia Red,,,,,,True,식품첨가물공전
339	치자청색소,Gardenia Blue,,,,,,True,식품첨가물공전
340	치자황색소,Gardenia Yellow,,,,,,True,식품첨가물공전
341	카나우바왁스,Carnauba Wax,,,,,,True,식품첨가물공전
342	카라기난,Carrageenan,,,,,,True,식품첨가물공전
343	카라멜색소I,Caramel I,,,,,,True,식품첨가물공전
344	카라멜색소II,Caramel II,,,,,,True,식품첨가물공전
345	카라멜색소III,Caramel III,,,,,,True,식품첨가물공전
346	카라멜색소IV,Caramel IV,,,,,,True,식품첨가물공전
347	카라야검,Karaya Gum,,,,,,True,식품첨가물공전
348	카로틴,Carotene,,,,,,True,식품첨가물공전
349	β-카로틴,β-Carotene,,,,,,True,식품첨가물공전
350	카민,Carmine,,,,,,True,식품첨가물공전
351	카복시메틸셀룰로스나트륨,Sodium Carboxymethyl Cellulose,,,,,,True,식품첨가물공전
카복시메틸셀룰로스칼슘,Calcium Carboxymethyl Cellulose,,,,,,True,식품첨가물공전
카복시메틸스타치나트륨,Sodium Carboxymethyl Starch,,,,,,True,식품첨가물공전
카제인,Casein,,,,,,True,식품첨가물공전
카제인나트륨,Sodium Caseinate,,,,,,True,식품첨가물공전
카제인칼륨,Potassium Caseinate,,,,,,True,식품첨가물공전
카제인칼슘,Calcium Caseinate,,,,,,True,식품첨가물공전
카카오색소,Cacao Color,,,,,,True,식품첨가물공전
카페인,Caffeine,,,,,,True,식품첨가물공전
카프론산알릴,Allyl Caproate,,,,,,True,식품첨가물공전
칸델릴라왁스,Candelilla Wax,,,,,,True,식품첨가물공전
커드란,Curdlan,,,,,,True,식품첨가물공전
케르세틴,Quercetin,,,,,,True,식품첨가물공전
코치닐추출색소,Cochineal Extract,,,,,,True,식품첨가물공전
퀼라야추출물,Quillaia Extract,,,,,,True,식품첨가물공전
클로로필,Chlorophyll,,,,,,True,식품첨가물공전
키토산,Chitosan,,,,,,True,식품첨가물공전
키틴,Chitin,,,,,,True,식품첨가물공전
타라검,Tara Gum,,,,,,True,식품첨가물공전
타마린드검,Tamarind Gum,,,,,,True,식품첨가물공전
타마린드색소,Tamarind Color,,,,,,True,식품첨가물공전
탄닌산,Tannic Acid,,,,,,True,식품첨가물공전
탄산나트륨,Sodium Carbonate,,,,,,True,식품첨가물공전
탄산마그네슘,Magnesium Carbonate,,,,,,True,식품첨가물공전
탄산수소나트륨,Sodium Bicarbonate,,,,,,True,식품첨가물공전
탄산수소암모늄,Ammonium Bicarbonate,,,,,,True,식품첨가물공전
탄산수소칼륨,,,,,,,True,식품첨가물공전
(Potassium Bicarbonate,Ammonium Carbonate,,,,,,True,식품첨가물공전
탄산암모늄,Ammonium Carbonate,,,,,,True,식품첨가물공전
탄산칼륨(무수),"Potassium Carbonate, Anhydrous",,,,,,True,식품첨가물공전
탄산칼슘,Calcium Carbonate,,,,,,True,식품첨가물공전
탤크,Talc,,,,,,True,식품첨가물공전
터셔리부틸히드로퀴논,tert-Butylhydroquinone,,,,,,True,식품첨가물공전
토마토색소,Tomato Color,,,,,,True,식품첨가물공전
352	카복시메틸셀룰로스칼슘,Calcium Carboxymethyl Cellulose,,,,,,True,식품첨가물공전
353	카복시메틸스타치나트륨,Sodium Carboxymethyl Starch,,,,,,True,식품첨가물공전
354	카제인,Casein,,,,,,True,식품첨가물공전
355	카제인나트륨,Sodium Caseinate,,,,,,True,식품첨가물공전
356	카제인칼륨,Potassium Caseinate,,,,,,True,식품첨가물공전
357	카제인칼슘,Calcium Caseinate,,,,,,True,식품첨가물공전
358	카카오색소,Cacao Color,,,,,,True,식품첨가물공전
359	카페인,Caffeine,,,,,,True,식품첨가물공전
360	카프론산알릴,Allyl Caproate,,,,,,True,식품첨가물공전
361	칸델릴라왁스,Candelilla Wax,,,,,,True,식품첨가물공전
362	커드란,Curdlan,,,,,,True,식품첨가물공전
363	케르세틴,Quercetin,,,,,,True,식품첨가물공전
364	코치닐추출색소,Cochineal Extract,,,,,,True,식품첨가물공전
365	퀼라야추출물,Quillaia Extract,,,,,,True,식품첨가물공전
366	클로로필,Chlorophyll,,,,,,True,식품첨가물공전
367	키토산,Chitosan,,,,,,True,식품첨가물공전
368	키틴,Chitin,,,,,,True,식품첨가물공전
369	타라검,Tara Gum,,,,,,True,식품첨가물공전
370	타마린드검,Tamarind Gum,,,,,,True,식품첨가물공전
371	타마린드색소,Tamarind Color,,,,,,True,식품첨가물공전
372	탄닌산,Tannic Acid,,,,,,True,식품첨가물공전
373	탄산나트륨,Sodium Carbonate,,,,,,True,식품첨가물공전
374	탄산마그네슘,Magnesium Carbonate,,,,,,True,식품첨가물공전
375	탄산수소나트륨,Sodium Bicarbonate,,,,,,True,식품첨가물공전
376	탄산수소암모늄,Ammonium Bicarbonate,,,,,,True,식품첨가물공전
377	탄산수소칼륨,Ammonium Carbonate,,,,,,True,식품첨가물공전
